"","X","date","year","day","hhmmss","pixel_number","BH_Block","BH_Vine","BH_Leaf","round","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","Leaf_wp_bar","Stem_wp_bar","Leak","wrong_vine","treatment","Rep","leaf_temp_C"
"3406",2418,"2019-08-20",2019,232,"16:24:10",45,"B3_R2",6,3,"5",0.00815464,16.91585284,267.1737301,0.307328862,0.820766037,36.3731,37.78455,2.745186663,50.86868854,NA,NA,NA,NA,3,2,NA
"3407",2419,"2019-08-20",2019,232,"9:03:44",54,"B3_R3",1,3,"2",0.000428162,6.268100923,-51.97810246,0.022955908,0.820766037,26.30277742,27.13700968,1.84996699,43.93551928,NA,NA,NA,NA,3,3,NA
"3408",2420,"2019-08-20",2019,232,"11:31:24",54,"B3_R3",1,3,"3",0.009128707,18.365895,281.9998646,0.402959064,0.814224199,34.10593871,35.55329355,2.416659561,50.79204624,NA,NA,NA,NA,3,3,NA
"3409",2421,"2019-08-20",2019,232,"13:25:08",54,"B3_R3",1,3,"4",0.006258511,14.09168851,258.4719288,0.221169479,0.820766037,35.6833,36.32546,2.881711555,49.10677609,NA,NA,NA,NA,3,3,NA
"3410",2422,"2019-08-20",2019,232,"16:58:51",54,"B3_R3",1,3,"5",0.006748964,14.66230322,282.5279787,0.296646514,0.814224199,36.086855,37.41726,2.348131118,56.5778934,NA,NA,NA,NA,3,3,NA
"3411",2423,"2019-08-20",2019,232,"9:00:14",54,"B3_R3",3,3,"2",0.005451989,11.89875302,311.0333905,0.3263385,0.820766037,25.55482903,26.72908387,1.780325548,42.75426577,NA,NA,NA,NA,3,3,NA
"3412",2424,"2019-08-20",2019,232,"11:25:07",54,"B3_R3",3,3,"3",0.006331076,12.68881775,289.1360179,0.269765723,0.814224199,33.83659032,35.21336129,2.432713612,50.07106081,NA,NA,NA,NA,3,3,NA
"3413",2425,"2019-08-20",2019,232,"13:21:22",54,"B3_R3",3,3,"4",0.007084241,14.1153342,271.4801606,0.254968508,0.820766037,35.74142,36.30992,2.850709859,49.9691307,NA,NA,NA,NA,3,3,NA
"3414",2426,"2019-08-20",2019,232,"16:53:04",54,"B3_R3",3,3,"5",0.006597984,12.4904027,292.7897039,0.279129244,0.814224199,36.666235,37.665995,2.426213239,57.58442268,NA,NA,NA,NA,3,3,NA
"3415",2427,"2019-08-20",2019,232,"8:54:32",54,"B3_R3",5,3,"2",0.00384472,14.90490448,280.8437561,0.274922836,0.820766037,25.3505871,26.76390645,1.47160887,50.28967041,NA,NA,NA,NA,3,3,NA
"3416",2428,"2019-08-20",2019,232,"11:17:51",54,"B3_R3",5,3,"3",0.00997899,17.48878102,297.1085204,0.471768607,0.814224199,33.31135484,34.61721613,2.294777272,51.47420883,NA,NA,NA,NA,3,3,NA
"3417",2429,"2019-08-20",2019,232,"13:15:26",54,"B3_R3",5,3,"4",0.009187211,16.03896176,285.9592187,0.361680028,0.820766037,35.37758,36.68098,2.670637276,49.98314935,NA,NA,NA,NA,3,3,NA
"3418",2430,"2019-08-20",2019,232,"16:47:03",54,"B3_R3",5,3,"5",0.006675948,17.78400891,258.8454988,0.289175009,0.814224199,36.57175,37.718325,2.375197908,57.71204168,NA,NA,NA,NA,3,3,NA
"3419",2431,"2019-09-05",2019,248,NA,34,"B1_R2",1,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3420",2432,"2019-09-05",2019,248,NA,34,"B1_R2",1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3421",2433,"2019-09-05",2019,248,NA,34,"B1_R2",1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3422",2434,"2019-09-05",2019,248,NA,34,"B1_R2",1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3423",2435,"2019-09-05",2019,248,NA,34,"B1_R2",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3424",2436,"2019-09-05",2019,248,"05:43:36",34,"B1_R2",2,1,"1",0.000328254,-0.514946595,425.3357404,0.024535374,0.822907558,23.23104839,24.43150645,1.329079624,49.79081365,-3.4,NA,"No","No",1,2,NA
"3425",2437,"2019-09-05",2019,248,"8:32:08",34,"B1_R2",2,1,"2",0.004151799,14.57124076,266.1354378,0.233545206,0,29.30920968,30.68492903,1.840498807,50.86471762,-9.2,NA,"No","No",1,2,NA
"3426",2438,"2019-09-05",2019,248,"11:15:34",34,"B1_R2",2,1,"3",0.006297526,13.51516269,268.3411818,0.232213814,0.839705664,35.75481935,36.7096,2.771749303,50.22946566,-15.1,NA,"No","No",1,2,NA
"3427",2439,"2019-09-05",2019,248,"13:30:04",34,"B1_R2",2,1,"4",0.004757053,13.27180441,234.7041926,0.165063713,0.821130852,37.12297419,37.58164839,2.888420581,53.14988354,-18.4,-10.7,"No","No",1,2,NA
"3428",2440,"2019-09-05",2019,248,"16:27:45",34,"B1_R2",2,1,"5",0.004053695,10.22871052,240.0228362,0.130279967,0.839705664,38.07205806,39.40333226,3.080402013,50.17587831,-14.2,NA,"No","No",1,2,NA
"3429",2441,"2019-09-05",2019,248,"05:40:19",34,"B1_R2",3,1,"1",0.000345133,-0.886410378,450.5783633,0.023936959,0.807988936,23.83156452,24.47853226,1.431261264,49.7555646,-2.9,NA,"No","No",1,2,NA
"3430",2442,"2019-09-05",2019,248,"8:18:24",34,"B1_R2",3,1,"2",0.003965682,15.01516346,262.0298957,0.231438281,0.821130852,27.91526452,28.73518387,1.778418092,50.44031709,-8.6,NA,"No","No",1,2,NA
"3431",2443,"2019-09-05",2019,248,"11:08:11",34,"B1_R2",3,1,"3",0.005264655,13.66232065,243.4451476,0.184802734,0.839705664,35.49367097,35.52459677,2.884489312,50.22135074,-14,NA,"No","No",1,2,NA
"3432",2444,"2019-09-05",2019,248,"13:24:48",34,"B1_R2",3,1,"4",0.006037197,16.50876933,233.8882498,0.214316482,0.821130852,36.56325484,37.5118871,2.860991335,50.82581216,-20.6,-8.3,"No","No",1,2,NA
"3433",2445,"2019-09-05",2019,248,"16:22:21",34,"B1_R2",3,1,"5",0.00622237,15.06061465,221.0382858,0.178117311,0.839705664,39.19958387,39.5343,3.489756113,49.95997222,-14.5,NA,"No","No",1,2,NA
"3434",2446,"2019-09-05",2019,248,NA,34,"B1_R2",4,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3435",2447,"2019-09-05",2019,248,NA,34,"B1_R2",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3436",2448,"2019-09-05",2019,248,NA,34,"B1_R2",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3437",2449,"2019-09-05",2019,248,NA,34,"B1_R2",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3438",2450,"2019-09-05",2019,248,NA,34,"B1_R2",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3439",2451,"2019-09-05",2019,248,NA,34,"B1_R2",5,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3440",2452,"2019-09-05",2019,248,NA,34,"B1_R2",5,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3441",2453,"2019-09-05",2019,248,NA,34,"B1_R2",5,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3442",2454,"2019-09-05",2019,248,NA,34,"B1_R2",5,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3443",2455,"2019-09-05",2019,248,NA,34,"B1_R2",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3444",2456,"2019-09-05",2019,248,"05:36:00",34,"B1_R2",6,1,"1",0.000695521,-0.921558841,420.2815513,0.052701947,0.820938777,23.17567097,24.46830968,1.319988178,49.66623758,-3.7,NA,"No","No",1,2,NA
"3445",2457,"2019-09-05",2019,248,"8:13:00",34,"B1_R2",6,1,"2",0.003492182,13.53103799,267.5122169,0.214001426,0.821130852,27.12204516,27.91766129,1.688889723,50.73278178,-8.1,NA,"No","No",1,2,NA
"3446",2458,"2019-09-05",2019,248,"11:01:36",34,"B1_R2",6,1,"3",0.008445884,19.97198315,264.6085162,0.362488742,0.839705664,33.71770968,34.87327419,2.464504754,49.83098342,-12.4,NA,"No","No",1,2,NA
"3447",2459,"2019-09-05",2019,248,"13:19:39",34,"B1_R2",6,1,"4",0.006256363,15.32745301,254.8490398,0.232136182,0.821130852,37.15403226,37.92302903,2.741299041,54.55538449,-16.3,-8.8,"No","No",1,2,NA
"3448",2460,"2019-09-05",2019,248,"16:16:25",34,"B1_R2",6,1,"5",0.007538015,17.4181968,230.9703818,0.228921504,0.839705664,38.75447097,39.19139677,3.331382243,50.75076258,-14.5,NA,"No","No",1,2,NA
"3449",2461,"2019-09-05",2019,248,"5:51:22",55,"B1_R3",1,1,"1",0.000211365,-0.546539588,447.9461556,0.015468758,0.86252014,23.31929677,24.38193548,1.353769848,49.63181844,-4.7,NA,"No","No",1,3,NA
"3450",2462,"2019-09-05",2019,248,"8:51:33",55,"B1_R3",1,1,"2",0.00378926,13.30973576,262.2223188,0.201857347,0.839705664,29.640085,30.948135,1.928888955,49.89430639,-9,NA,"No","No",1,3,NA
"3451",2463,"2019-09-05",2019,248,"11:26:37",55,"B1_R3",1,1,"3",0.004879339,12.25002063,262.6924935,0.190816958,0.821130852,35.30475484,36.33141935,2.58869413,51.91660094,-15.1,NA,"No","No",1,3,NA
"3452",2464,"2019-09-05",2019,248,"13:40:45",55,"B1_R3",1,1,"4",0.005643048,13.57724423,235.5418914,0.174667998,0.839705664,37.64338387,37.79520645,3.243450949,49.91447755,-16.2,-10.3,"No","No",1,3,NA
"3453",2465,"2019-09-05",2019,248,"16:33:46",55,"B1_R3",1,1,"5",0.005629774,13.16556744,262.9460804,0.208775005,0.821130852,37.45997097,38.53417742,2.719454597,54.65874001,-16.9,NA,"No","No",1,3,NA
"3454",2466,"2019-09-05",2019,248,NA,55,"B1_R3",2,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3455",2467,"2019-09-05",2019,248,NA,55,"B1_R3",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3456",2468,"2019-09-05",2019,248,NA,55,"B1_R3",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3457",2469,"2019-09-05",2019,248,NA,55,"B1_R3",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3458",2470,"2019-09-05",2019,248,NA,55,"B1_R3",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3459",2471,"2019-09-05",2019,248,NA,55,"B1_R3",3,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3460",2472,"2019-09-05",2019,248,NA,55,"B1_R3",3,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3461",2473,"2019-09-05",2019,248,NA,55,"B1_R3",3,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3462",2474,"2019-09-05",2019,248,NA,55,"B1_R3",3,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3463",2475,"2019-09-05",2019,248,NA,55,"B1_R3",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3464",2476,"2019-09-05",2019,248,"5:48:19",55,"B1_R3",4,1,"1",7.7e-05,-0.470876726,531.9367172,0.005300792,0.822542099,23.85812903,24.54571613,1.435523017,49.57140592,-4.2,NA,"No","No",1,3,NA
"3465",2477,"2019-09-05",2019,248,"8:45:29",55,"B1_R3",4,1,"2",0.004170307,13.43819229,273.2333138,0.228145615,0.839705664,29.24102,30.45667,1.890852365,50.0139061,-10,NA,"No","No",1,3,NA
"3466",2478,"2019-09-05",2019,248,"11:21:27",55,"B1_R3",4,1,"3",0.003849453,9.210882177,268.3168057,0.144400102,0.821130852,35.54793871,35.9857,2.66881275,52.87009238,-14.2,NA,"No","No",1,3,NA
"3467",2479,"2019-09-05",2019,248,"13:35:01",55,"B1_R3",4,1,"4",0.003068547,8.39116613,205.6442184,0.082712732,0.839705664,38.62040323,37.43060323,3.639353571,50.27495595,-15,-11,"No","No",1,3,NA
"3468",2480,"2019-09-05",2019,248,"16:29:16",55,"B1_R3",4,1,"5",0.004292184,10.61983624,237.3275193,0.133576994,0.821130852,38.44664516,38.87983548,3.179764576,52.14403735,-16.4,NA,"No","No",1,3,NA
"3469",2481,"2019-09-05",2019,248,"5:45:54",55,"B1_R3",5,1,"1",0.000186265,-0.842578964,495.6206906,0.012858322,0.950464761,23.83370968,24.46535806,1.433406688,49.73757421,-3.1,NA,"Yes","No",1,3,NA
"3470",2482,"2019-09-05",2019,248,"8:39:13",55,"B1_R3",5,1,"2",0.001996876,8.455081972,237.3561147,0.097828333,0.839705664,29.90423,30.481515,2.046545531,50.01522145,-7,NA,"Yes","No",1,3,NA
"3471",2483,"2019-09-05",2019,248,"11:16:37",55,"B1_R3",5,1,"3",0.007988116,17.58407763,256.793056,0.28774439,0.821130852,34.87975161,35.84729032,2.882097274,46.10297882,-13.4,NA,"Yes","No",1,3,NA
"3472",2484,"2019-09-05",2019,248,"13:29:19",55,"B1_R3",5,1,"4",0.007900631,15.39267355,266.7188636,0.273632402,0.839705664,36.60402581,37.08769355,2.97266038,50.46819461,-13,-8,"Yes","No",1,3,NA
"3473",2485,"2019-09-05",2019,248,"16:24:49",55,"B1_R3",5,1,"5",0.003371229,6.129621354,287.7579193,0.1139031,0.821130852,38.08833871,39.17604839,2.915619731,53.19809744,-14.6,NA,"Yes","No",1,3,NA
"3474",2486,"2019-09-05",2019,248,NA,55,"B1_R3",6,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3475",2487,"2019-09-05",2019,248,NA,55,"B1_R3",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3476",2488,"2019-09-05",2019,248,NA,55,"B1_R3",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3477",2489,"2019-09-05",2019,248,NA,55,"B1_R3",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3478",2490,"2019-09-05",2019,248,NA,55,"B1_R3",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3479",2491,"2019-09-05",2019,248,NA,67,"B1_R4",1,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3480",2492,"2019-09-05",2019,248,NA,67,"B1_R4",1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3481",2493,"2019-09-05",2019,248,NA,67,"B1_R4",1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3482",2494,"2019-09-05",2019,248,NA,67,"B1_R4",1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3483",2495,"2019-09-05",2019,248,NA,67,"B1_R4",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3484",2496,"2019-09-05",2019,248,"06:18:57",67,"B1_R4",2,1,"1",0.000762405,-0.463974113,404.3190253,0.061686807,0.839705664,22.27669355,23.69216452,1.240192416,49.60560729,-4.3,NA,"No","No",1,1,NA
"3485",2497,"2019-09-05",2019,248,"9:08:10",67,"B1_R4",2,1,"2",0.003605362,12.73135156,248.6557861,0.171313127,0,30.66493871,31.35864516,2.142723715,49.58632507,-11.4,NA,"No","No",1,1,NA
"3486",2498,"2019-09-05",2019,248,"11:59:07",67,"B1_R4",2,1,"3",0.007601376,15.26429627,266.3425477,0.268076099,0.839705664,36.36967419,37.06060968,2.917602979,50.16893825,-12.9,NA,"No","No",1,1,NA
"3487",2499,"2019-09-05",2019,248,"14:15:01",67,"B1_R4",2,1,"4",0.006395074,13.53503964,260.547153,0.216685457,0.821130852,36.42297742,37.43614516,2.999482573,48.16076631,-20.9,-11.1,"No","No",1,1,NA
"3488",2500,"2019-09-05",2019,248,"17:06:57",67,"B1_R4",2,1,"5",0.002388286,8.068250013,168.8892165,0.064175705,0.839705664,38.81057419,37.82845161,3.624243494,50.5045893,-11.2,NA,"No","No",1,1,NA
"3489",2501,"2019-09-05",2019,248,"06:12:29",67,"B1_R4",3,1,"1",0.000725468,-0.660786213,410.8663874,0.056979026,0.839098464,22.44575161,23.57553871,1.276277687,49.67462685,-4.3,NA,"No","No",1,1,NA
"3490",2502,"2019-09-05",2019,248,"9:02:51",67,"B1_R4",3,1,"2",0.004630977,13.70929053,274.6797249,0.240209142,0,30.03541613,30.86953871,1.995887745,50.76536181,-12.6,NA,"No","No",1,1,NA
"3491",2503,"2019-09-05",2019,248,"11:52:52",67,"B1_R4",3,1,"3",0.005698113,12.58917087,249.6391852,0.180588176,0.839705664,37.20790645,37.3471129,3.176891811,49.80123326,-15.2,NA,"No","No",1,1,NA
"3492",2504,"2019-09-05",2019,248,"14:09:48",67,"B1_R4",3,1,"4",0.003016474,8.692334341,224.5525881,0.09558291,0.821130852,36.64205806,37.23285806,3.117844302,47.99801993,-14.9,-8.4,"No","No",1,1,NA
"3493",2505,"2019-09-05",2019,248,"17:01:40",67,"B1_R4",3,1,"5",0.004629665,12.6630275,226.2933548,0.148601345,0.839705664,37.21963226,37.64604839,3.105794917,50.14916875,-12.6,NA,"No","No",1,1,NA
"3494",2506,"2019-09-05",2019,248,NA,67,"B1_R4",4,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3495",2507,"2019-09-05",2019,248,NA,67,"B1_R4",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3496",2508,"2019-09-05",2019,248,NA,67,"B1_R4",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3497",2509,"2019-09-05",2019,248,NA,67,"B1_R4",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3498",2510,"2019-09-05",2019,248,NA,67,"B1_R4",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3499",2511,"2019-09-05",2019,248,"06:07:49",67,"B1_R4",5,1,"1",0.000231504,-0.353205665,423.8454004,0.017586525,0.82885967,22.66547097,23.62557419,1.306404826,49.74700752,-3,NA,"No","No",1,1,NA
"3500",2512,"2019-09-05",2019,248,"8:57:53",67,"B1_R4",5,1,"2",0.003690584,12.70965221,261.3203661,0.189946541,0,29.99318065,30.6815871,1.988557236,51.24522205,-11.7,NA,"No","No",1,1,NA
"3501",2513,"2019-09-05",2019,248,"11:46:02",67,"B1_R4",5,1,"3",0.004746853,11.76654759,242.3827151,0.155079021,0.839705664,36.46760968,36.49244194,3.069742442,49.80542532,-15,NA,"No","No",1,1,NA
"3502",2514,"2019-09-05",2019,248,"14:04:47",67,"B1_R4",5,1,"4",0.006836987,16.72207383,251.7682467,0.254742954,0.821130852,36.05172258,37.16454839,2.752088366,50.83043995,-14.2,-10.1,"No","No",1,1,NA
"3503",2515,"2019-09-05",2019,248,"16:55:16",67,"B1_R4",5,1,"5",0.005776431,12.41519523,250.8454044,0.179024289,0.839705664,38.08857742,37.85509677,3.231485495,52.35006715,-14.1,NA,"No","No",1,1,NA
"3504",2516,"2019-09-05",2019,248,NA,67,"B1_R4",6,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3505",2517,"2019-09-05",2019,248,NA,67,"B1_R4",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3506",2518,"2019-09-05",2019,248,NA,67,"B1_R4",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3507",2519,"2019-09-05",2019,248,NA,67,"B1_R4",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3508",2520,"2019-09-05",2019,248,NA,67,"B1_R4",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3509",2521,"2019-09-05",2019,248,"05:26:09",23,"B2_R1",1,1,"1",0.000282393,-0.480680446,430.5167557,0.019397758,0.832653864,24.11249677,24.92667419,1.443107879,49.66086556,-3.8,NA,"No","No",2,1,NA
"3510",2522,"2019-09-05",2019,248,"8:05:13",23,"B2_R1",1,1,"2",0.001727152,6.704324143,275.2149624,0.102391707,0.821130852,27.16248065,27.56835806,1.700556138,51.69458324,-8.2,NA,"No","No",2,1,NA
"3511",2523,"2019-09-05",2019,248,"10:53:02",23,"B2_R1",1,1,"3",0.005146911,15.38147756,250.341129,0.221067064,0.839705664,33.04655806,34.13189677,2.388437446,49.73391406,-13.8,NA,"No","No",2,1,NA
"3512",2524,"2019-09-05",2019,248,"13:05:18",23,"B2_R1",1,1,"4",0.004420849,12.34081657,226.824261,0.144375804,0.821130852,37.46342258,37.85995806,3.053224935,51.65638379,-19.9,-11.1,"No","No",2,1,NA
"3513",2525,"2019-09-05",2019,248,"16:09:09",23,"B2_R1",1,1,"5",0.003320338,7.970863287,230.9173086,0.093269511,0.839705664,39.53311935,40.07772258,3.480814039,50.37164026,-14.6,NA,"No","No",2,1,NA
"3514",2526,"2019-09-05",2019,248,NA,23,"B2_R1",2,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3515",2527,"2019-09-05",2019,248,NA,23,"B2_R1",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3516",2528,"2019-09-05",2019,248,NA,23,"B2_R1",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3517",2529,"2019-09-05",2019,248,NA,23,"B2_R1",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3518",2530,"2019-09-05",2019,248,NA,23,"B2_R1",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3519",2531,"2019-09-05",2019,248,"05:29:42",23,"B2_R1",3,1,"1",0.000553604,-0.721162787,420.4666546,0.040097643,0.812908364,23.65519355,24.77106452,1.376078916,49.65416658,-3.8,NA,"No","No",2,1,NA
"3520",2532,"2019-09-05",2019,248,"8:00:59",23,"B2_R1",3,1,"2",0.002517441,8.88462183,285.5706378,0.156398766,0.821130852,26.67270968,27.21370968,1.644532075,51.49643981,-6.7,NA,"No","No",2,1,NA
"3521",2533,"2019-09-05",2019,248,"10:46:21",23,"B2_R1",3,1,"3",0.004436394,12.89037403,253.4869506,0.18462866,0.839705664,33.01513871,33.59317742,2.445154309,49.99569743,-10.9,NA,"No","No",2,1,NA
"3522",2534,"2019-09-05",2019,248,"12:57:59",23,"B2_R1",3,1,"4",0.006089926,15.17892864,255.1020347,0.232620995,0.821130852,35.94720645,37.15098387,2.67371282,51.56144384,-13.7,-12.6,"No","No",2,1,NA
"3523",2535,"2019-09-05",2019,248,"16:03:07",23,"B2_R1",3,1,"5",0.006815448,13.68898157,251.5251508,0.206789987,0.839705664,39.3572129,40.54603871,3.309013158,50.49102623,-13.7,NA,"No","No",2,1,NA
"3524",2536,"2019-09-05",2019,248,NA,23,"B2_R1",4,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3525",2537,"2019-09-05",2019,248,NA,23,"B2_R1",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3526",2538,"2019-09-05",2019,248,NA,23,"B2_R1",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3527",2539,"2019-09-05",2019,248,NA,23,"B2_R1",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3528",2540,"2019-09-05",2019,248,NA,23,"B2_R1",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3529",2541,"2019-09-05",2019,248,"05:17:35",23,"B2_R1",5,1,"1",0.00063115,-0.991638887,429.0799858,0.041714204,0.79990846,25.10992258,26.07784194,1.50524535,50.01221034,-3.9,NA,"No","No",2,1,NA
"3530",2542,"2019-09-05",2019,248,"7:56:37",23,"B2_R1",5,1,"2",0.002571663,12.74511436,250.4404899,0.168795582,0.821130852,25.97038065,27.13222258,1.562460608,50.0655353,-5.6,NA,"No","No",2,1,NA
"3531",2543,"2019-09-05",2019,248,"10:38:07",23,"B2_R1",5,1,"3",0.004592436,15.19011126,243.5964729,0.20378589,0.839705664,31.67638065,31.94429032,2.310004347,49.96395408,-11,NA,"No","No",2,1,NA
"3532",2544,"2019-09-05",2019,248,"12:52:46",23,"B2_R1",5,1,"4",0.006964481,17.1991423,244.9726868,0.249015971,0.821130852,36.44025484,37.19420323,2.864724436,51.00519663,-14.8,-9.9,"No","No",2,1,NA
"3533",2545,"2019-09-05",2019,248,"15:57:36",23,"B2_R1",5,1,"5",0.005019184,9.071923806,250.8172261,0.129100309,0.839705664,40.07355484,40.84533548,3.832563017,46.553626,-12.4,NA,"No","No",2,1,NA
"3534",2546,"2019-09-05",2019,248,NA,23,"B2_R1",6,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3535",2547,"2019-09-05",2019,248,NA,23,"B2_R1",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3536",2548,"2019-09-05",2019,248,NA,23,"B2_R1",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3537",2549,"2019-09-05",2019,248,NA,23,"B2_R1",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3538",2550,"2019-09-05",2019,248,NA,23,"B2_R1",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3539",2551,"2019-09-05",2019,248,NA,35,"B2_R2",1,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"3540",2552,"2019-09-05",2019,248,NA,35,"B2_R2",1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
